"","PDB_ID","protein1_name","protein2_name","protein1_synonyms","protein2_synonyms","species1_name","species2_name","species1_TaxID","species2_TaxID","Type","Value","Unit"
"194","2x1x","VASCULAR ENDOTHELIAL GROWTH FACTOR C","VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR 2","VEGF-C,VASCULAR ENDOTHELIAL GROWTH FACTOR-RELATED PROTEIN,","VEGF RECEPTOR 2,VEGFR-2,KINASE INSERT DOMAIN RECEPTOR,","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.6e-08,"M"
"195","2xns","GUANINE NUCLEOTIDE-BINDING PROTEIN G(I) SUBUNIT ALPHA-1","REGULATOR OF G-PROTEIN SIGNALING 14","ADENYLATE CYCLASE-INHIBITING G ALPHA PROTEIN","RGS14","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",8.1e-07,"M"
"196","2xqw","COMPLEMENT C3","COMPLEMENT FACTOR H","C3 AND PZP-LIKE ALPHA-2-MACROGLOBULIN DOMAIN-CONTAINING","H FACTOR 1","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.8e-07,"M"
"197","2xze","STAM-BINDING PROTEIN","CHARGED MULTIVESICULAR BODY PROTEIN 3","ASSOCIATED MOLECULE WITH THE SH3 DOMAIN OF STAM,","CHROMATIN-MODIFYING PROTEIN 3,NEUROENDOCRINE","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.13e-07,"M"
"198","2y5b","UBIQUITIN CARBOXYL-TERMINAL HYDROLASE 21","UBIQUITIN","USP21,DEUBIQUITINATING ENZYME 21,UBIQUITIN THIOLESTERASE","DIUBIQUITIN","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",4.2e-06,"M"
"199","2y9m","UBIQUITIN-CONJUGATING ENZYME E2-21 KDA","PEROXISOME ASSEMBLY PROTEIN 22","PEX4P,PEROXIN-4,UBIQUITIN CARRIER PROTEIN,UBIQUITIN-","PEX22P,PEROXIN-22","SACCHAROMYCES CEREVISIAE","SACCHAROMYCES CEREVISIAE","4932","4932","Kd",2e-09,"M"
"200","3ajb","PEROXISOMAL BIOGENESIS FACTOR 3","PEROXISOMAL BIOGENESIS FACTOR 19","PEROXIN 3,PEX3P","PEROXIN 19,PEX19P,PEROXISOMAL FARNESYLATED PROTEIN,33 KDA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",4.08e-08,"M"
"201","3au4","MYOSIN-X","NETRIN RECEPTOR DCC","UNCONVENTIONAL MYOSIN-10","COLORECTAL CANCER SUPPRESSOR,IMMUNOGLOBULIN SUPERFAMILY DCC","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",5.3e-07,"M"
"202","3ay4","IG GAMMA-1 CHAIN C REGION","LOW AFFINITY IMMUNOGLOBULIN GAMMA FC REGION RECEPTOR III-A","IGG1","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",6e-08,"M"
"203","3beg","SERINE","SPLICING FACTOR","SERINE","PRE-MRNA-SPLICING FACTOR SF2,P33 SUBUNIT,ALTERNATIVE-","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",5e-08,"M"
"204","3blh","CELL DIVISION PROTEIN KINASE 9","CYCLIN-T1","CYCLIN-DEPENDENT KINASE 9,SERINE","CYCT1,CYCLIN-T","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",3e-07,"M"
"205","3bn3","INTEGRIN ALPHA-L","INTERCELLULAR ADHESION MOLECULE 5","LEUKOCYTE ADHESION GLYCOPROTEIN LFA-1 ALPHA CHAIN","ICAM-5","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2e-05,"M"
"206","3cqc","NUCLEAR PORE COMPLEX PROTEIN NUP107","NUCLEAR PORE COMPLEX PROTEIN NUP133","NUCLEOPORIN NUP107,107 KDA NUCLEOPORIN","NUCLEOPORIN NUP133,133 KDA NUCLEOPORIN","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",4e-09,"M"
"207","3cqg","NUCLEAR PORE COMPLEX PROTEIN NUP107","NUCLEAR PORE COMPLEX PROTEIN NUP133","NUCLEOPORIN NUP107,107 KDA NUCLEOPORIN,RESIDUES 658-771 ","NUCLEOPORIN NUP133,133 KDA NUCLEOPORIN","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",4e-09,"M"
"208","3d5o","SERUM AMYLOID P-COMPONENT","LOW AFFINITY IMMUNOGLOBULIN GAMMA FC REGION RECEPTOR II-A","SAP,9","IGG FC RECEPTOR II-A,FC-GAMMA RII-A,FC-GAMMA-RIIA,FCRII-","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1e-06,"M"
"209","3dgc","INTERLEUKIN-22","INTERLEUKIN-22 RECEPTOR SUBUNIT ALPHA-1","IL-22,IL-10-RELATED T-CELL-DERIVED-INDUCIBLE FACTOR,IL-","IL-22R-ALPHA-1,CYTOKINE RECEPTOR FAMILY 2 MEMBER 9,CRF2-9","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1e-09,"M"
"210","3di2","INTERLEUKIN-7","INTERLEUKIN-7 RECEPTOR SUBUNIT ALPHA","IL-7","IL-7R-ALPHA,CD127 ANTIGEN,CDW127","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.8e-05,"M"
"211","3di3","INTERLEUKIN-7","INTERLEUKIN-7 RECEPTOR SUBUNIT ALPHA","IL-7","IL-7R-ALPHA,CD127 ANTIGEN,CDW127","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2.1e-08,"M"
"212","3doe","ADP-RIBOSYLATION FACTOR-LIKE PROTEIN 2","ADP-RIBOSYLATION FACTOR-LIKE PROTEIN 2-BINDING","NA","ARF-LIKE 2-BINDING PROTEIN,BINDER OF ARF2 PROTEIN","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2e-08,"M"
"213","3dxc","AMYLOID BETA A4 PROTEIN-BINDING FAMILY B MEMBER 1","AMYLOID BETA A4 PROTEIN","NA","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2.2e-07,"M"
"214","3dxd","AMYLOID BETA A4 PROTEIN-BINDING FAMILY B MEMBER 1","AMYLOID BETA A4 PROTEIN","NA","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",3.4e-07,"M"
"215","3dxe","AMYLOID BETA A4 PROTEIN-BINDING FAMILY B MEMBER 1","AMYLOID BETA A4 PROTEIN","NA","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",3.3e-07,"M"
"216","3e2u","DYNACTIN SUBUNIT 1","CAP-GLY DOMAIN-CONTAINING LINKER PROTEIN 1","150 KDA DYNEIN-ASSOCIATED POLYPEPTIDE,DAP-150,DP-150,","RESTIN,CYTOPLASMIC LINKER PROTEIN 170 ALPHA-2,CLIP-170,","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2.3e-06,"M"
"217","3eab","SPASTIN","CHMP1B","NA","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.2e-05,"M"
"218","3f1p","ENDOTHELIAL PAS DOMAIN-CONTAINING PROTEIN 1","ARYL HYDROCARBON RECEPTOR NUCLEAR TRANSLOCATOR","EPAS-1,MEMBER OF PAS PROTEIN 2,BASIC-HELIX-LOOP-HELIX-PAS","ARNT PROTEIN,DIOXIN RECEPTOR,NUCLEAR TRANSLOCATOR,","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",0.00012,"M"
"219","3f7p","PLECTIN-1","INTEGRIN BETA-4","PLECTIN 1C,PLTN,PCN,HEMIDESMOSOMAL PROTEIN 1,","GP150","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",4.9e-05,"M"
"220","3ff7","EPITHELIAL CADHERIN","KILLER CELL LECTIN-LIKE RECEPTOR SUBFAMILY G MEMBER 1","E-CADHERIN,CADHERIN-1,UVOMORULIN,CAM 120","MAST CELL FUNCTION-ASSOCIATED ANTIGEN,MAFA-LIKE RECEPTOR,","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2e-04,"M"
"221","3fhc","NUCLEAR PORE COMPLEX PROTEIN NUP214","ATP-DEPENDENT RNA HELICASE DDX19B","NUCLEOPORIN 214KDA,NUP214,NUCLEOPORIN NUP214,214 KDA","DEAD-BOX HELICASE 5,DBP5,DEAD BOX PROTEIN 19B,DEAD BOX","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2.16e-08,"M"
"222","3gb8","EXPORTIN-1","SNURPORTIN-1","EXP1,CHROMOSOME REGION MAINTENANCE 1 PROTEIN HOMOLOG","RNA U TRANSPORTER 1","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",6.5e-06,"M"
"223","3gni","PROTEIN MO25","STRAD ALPHA","CALCIUM-BINDING PROTEIN 39","STE20-RELATED KINASE ADAPTER PROTEIN ALPHA,STE20-RELATED","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.2e-08,"M"
"224","3gs2","E3 UBIQUITIN-PROTEIN LIGASE RING2","CHROMOBOX PROTEIN HOMOLOG 7","RING FINGER PROTEIN 2,RING FINGER PROTEIN 1B,RING1B,RING","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",9.2e-09,"M"
"225","3gxu","EPHRIN TYPE-A RECEPTOR 4","EPHRIN-B2","TYROSINE-PROTEIN KINASE RECEPTOR SEK,RECEPTOR","EPH-RELATED RECEPTOR TYROSINE KINASE LIGAND 5,","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2.03e-07,"M"
"226","3h2u","VINCULIN","RAVER-1","NA","RIBONUCLEOPROTEIN PTB-BINDING 1","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.26e-05,"M"
"227","3h2v","VINCULIN","RAVER-1","NA","RIBONUCLEOPROTEIN PTB-BINDING 1","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2.21e-05,"M"
"228","3h8k","UBIQUITIN-CONJUGATING ENZYME E2 G2","AUTOCRINE MOTILITY FACTOR RECEPTOR","UBIQUITIN-PROTEIN LIGASE G2,UBIQUITIN CARRIER PROTEIN G2","AMF RECEPTOR,ISOFORM 2,GP78,RING FINGER PROTEIN 45","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2.1e-08,"M"
"229","3hct","TNF RECEPTOR-ASSOCIATED FACTOR 6","UBIQUITIN-CONJUGATING ENZYME E2 N","INTERLEUKIN-1 SIGNAL TRANSDUCER,RING FINGER PROTEIN 85","UBIQUITIN-PROTEIN LIGASE N,UBIQUITIN CARRIER PROTEIN N,","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.48e-06,"M"
"230","3hcu","TNF RECEPTOR-ASSOCIATED FACTOR 6","UBIQUITIN-CONJUGATING ENZYME E2 N","INTERLEUKIN-1 SIGNAL TRANSDUCER,RING FINGER PROTEIN 85","UBIQUITIN-PROTEIN LIGASE N,UBIQUITIN CARRIER PROTEIN N,","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.48e-06,"M"
"231","3ho5","HEDGEHOG-INTERACTING PROTEIN","SONIC HEDGEHOG PROTEIN","HHIP,HIP","SHH,HHG-1,SONIC HEDGEHOG PROTEIN N-PRODUCT,SONIC HEDGEHOG","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2.2e-07,"M"
"232","3htu","VACUOLAR PROTEIN-SORTING-ASSOCIATED PROTEIN 25","VACUOLAR PROTEIN-SORTING-ASSOCIATED PROTEIN 20","HVPS25,ESCRT-II COMPLEX SUBUNIT VPS25,ELL-","CHROMATIN-MODIFYING PROTEIN 6,CHARGED","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.8e-06,"M"
"233","3ia3","ALPHA-HEMOGLOBIN-STABILIZING PROTEIN","HEMOGLOBIN SUBUNIT ALPHA","ERYTHROID-ASSOCIATED FACTOR,ERYTHROID","HEMOGLOBIN ALPHA CHAIN,ALPHA-GLOBIN","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",9.3e-08,"M"
"234","3ixs","E3 UBIQUITIN-PROTEIN LIGASE RING2","RING1 AND YY1-BINDING PROTEIN","RING FINGER PROTEIN 2,RING FINGER PROTEIN 1B,RING1B,RING","DEATH EFFECTOR DOMAIN-ASSOCIATED FACTOR,DED-ASSOCIATED","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",9e-08,"M"
"235","3jvf","INTERLEUKIN-17F","INTERLEUKIN-17 RECEPTOR A","IL-17F,INTERLEUKIN-24,IL-24,CYTOKINE ML-1","IL-17 RECEPTOR,CDW217","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2.92e-07,"M"
"236","3k1r","HARMONIN","USHER SYNDROME TYPE-1G PROTEIN","HARMONIN SCAFFOLD PROTEIN,USHER SYNDROME TYPE-1C","SANS SCAFFOLD PROTEIN,SCAFFOLD PROTEIN CONTAINING","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1e-09,"M"
"237","3k2m","PROTO-ONCOGENE TYROSINE-PROTEIN KINASE ABL1","MONOBODY HA4","ABELSON MURINE LEUKEMIA VIRAL ONCOGENE HOMOLOG 1,C-ABL,","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",7e-09,"M"
"238","3k6g","TELOMERIC REPEAT-BINDING FACTOR 2-INTERACTING PROTEIN 1","TELOMERIC REPEAT-BINDING FACTOR 2","TRF2-INTERACTING TELOMERIC PROTEIN RAP1,HRAP1","TTAGGG REPEAT-BINDING FACTOR 2,TELOMERIC DNA-BINDING","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.65e-08,"M"
"239","3kbt","SPECTRIN BETA CHAIN","ANKYRIN-1","BETA-I SPECTRIN","ERYTHROCYTE ANKYRIN,ANKYRIN-R","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",9.29e-09,"M"
"240","3kj0","INDUCED MYELOID LEUKEMIA CELL DIFFERENTIATION","BCL-2-LIKE PROTEIN 11","BCL-2-RELATED PROTEIN EAT","BCL2-L-11,BCL2-INTERACTING MEDIATOR OF CELL","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2e-09,"M"
"241","3kj1","INDUCED MYELOID LEUKEMIA CELL DIFFERENTIATION PROTEIN MCL-","BCL-2-LIKE PROTEIN 11","BCL-2-RELATED PROTEIN EAT","BCL2-L-11,BCL2-INTERACTING MEDIATOR OF CELL DEATH","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2e-09,"M"
"242","3kj2","INDUCED MYELOID LEUKEMIA CELL DIFFERENTIATION PROTEIN MCL-","BCL-2-LIKE PROTEIN 11","BCL-2-RELATED PROTEIN EAT","BCL2-L-11,BCL2-INTERACTING MEDIATOR OF CELL DEATH","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2e-09,"M"
"243","3knb","TITIN","OBSCURIN-LIKE PROTEIN 1","CONNECTIN,RHABDOMYOSARCOMA ANTIGEN MU-RMS-40","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",9.4e-07,"M"
"244","3kuc","RAS-RELATED PROTEIN RAP-1A","RAF PROTO-ONCOGENE SERINE","GTP-BINDING PROTEIN SMG-P21A,RAS-RELATED PROTEIN KREV-1,","C-RAF,CRAF,RAF-1","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",4.42e-07,"M"
"245","3kud","GTPASE HRAS","RAF PROTO-ONCOGENE SERINE","TRANSFORMING PROTEIN P21,P21RAS,H-RAS-1,C-H-RAS,HA-RAS,","C-RAF,CRAF,RAF-1","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.7e-06,"M"
"246","3kw5","UBIQUITIN CARBOXYL-TERMINAL HYDROLASE ISOZYME L1","UBIQUITIN","UCH-L1,UBIQUITIN THIOESTERASE L1,NEURON CYTOPLASMIC","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",3.85e-07,"M"
"247","3kz1","RHO GUANINE NUCLEOTIDE EXCHANGE FACTOR 11","TRANSFORMING PROTEIN RHOA","PDZ-RHOGEF","H12","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.1e-07,"M"
"248","3lbx","SPECTRIN ALPHA CHAIN","SPECTRIN BETA CHAIN","ERYTHROID ALPHA-SPECTRIN","BETA-I SPECTRIN","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",4e-07,"M"
"249","3m0a","TNF RECEPTOR-ASSOCIATED FACTOR 2","BACULOVIRAL IAP REPEAT-CONTAINING PROTEIN 3","TUMOR NECROSIS FACTOR TYPE 2 RECEPTOR-ASSOCIATED PROTEIN 3","INHIBITOR OF APOPTOSIS PROTEIN 1,IAP-1,HIAP-1,HIAP1,C-","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.7e-06,"M"
"250","3m63","UBIQUITIN CONJUGATION FACTOR E4","UBIQUITIN DOMAIN-CONTAINING PROTEIN DSK2","UBIQUITIN FUSION DEGRADATION PROTEIN 2,UB FUSION PROTEIN 2","NA","SACCHAROMYCES CEREVISIAE","SACCHAROMYCES CEREVISIAE","4932","4932","Kd",1.75e-07,"M"
"251","3ma2","MATRIX METALLOPROTEINASE-14","METALLOPROTEINASE INHIBITOR 1","MMP-14,MEMBRANE-TYPE MATRIX METALLOPROTEINASE 1,MT-MMP 1,","TISSUE INHIBITOR OF METALLOPROTEINASES 1,TIMP-1,ERYTHROID-","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.53e-06,"M"
"252","3mjh","RAS-RELATED PROTEIN RAB-5A","EARLY ENDOSOME ANTIGEN 1","NA","ENDOSOME-ASSOCIATED PROTEIN P162,ZINC FINGER FYVE DOMAIN-","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2.4e-06,"M"
"253","3nvq","SEMAPHORIN-7A","PLEXIN-C1","SEMAPHORIN-L,SEMA L,SEMAPHORIN-K1,SEMA K1,JOHN-MILTON-","VIRUS-ENCODED SEMAPHORIN PROTEIN RECEPTOR","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2.87e-07,"M"
"254","3o34","TRANSCRIPTION INTERMEDIARY FACTOR 1-ALPHA","HISTONE H3","TIF1-ALPHA,TRIPARTITE MOTIF-CONTAINING PROTEIN 24,RING","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",8.8e-06,"M"
"255","3o6b","DEFECTIVE IN CULLIN NEDDYLATION PROTEIN 1","CELL DIVISION CONTROL PROTEIN 53","NA","CULLIN-A,E3 UBIQUITIN LIGASE COMPLEX SCF SUBUNIT CDC53","SACCHAROMYCES CEREVISIAE","SACCHAROMYCES CEREVISIAE","4932","4932","Kd",2.27e-07,"M"
"256","3oak","TRANSCRIPTION FACTOR IWS1","TRANSCRIPTION ELONGATION FACTOR SPT6","INTERACTS WITH SPT6 PROTEIN 1,SUPPRESSES POSTRECRUITMENT","CHROMATIN ELONGATION FACTOR SPT6","SACCHAROMYCES CEREVISIAE","SACCHAROMYCES CEREVISIAE","4932","4932","Kd",1.69e-07,"M"
"257","3oed","COMPLEMENT C3","COMPLEMENT RECEPTOR TYPE 2","C3 AND PZP-LIKE ALPHA-2-MACROGLOBULIN DOMAIN-CONTAINING","CR2,COMPLEMENT C3D RECEPTOR,EPSTEIN-BARR VIRUS RECEPTOR,","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",5e-07,"M"
"258","3oiq","CELL DIVISION CONTROL PROTEIN 13","DNA POLYMERASE ALPHA CATALYTIC SUBUNIT A","NA","NA","SACCHAROMYCES CEREVISIAE","SACCHAROMYCES CEREVISIAE","4932","4932","Kd",3.8e-06,"M"
"259","3oj2","HEPARIN-BINDING GROWTH FACTOR 1","FIBROBLAST GROWTH FACTOR RECEPTOR 2","HBGF-1,ACIDIC FIBROBLAST GROWTH FACTOR,AFGF,BETA-","FGFR-2,KERATINOCYTE GROWTH FACTOR RECEPTOR,K-SAM","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.3e-07,"M"
"260","3ojm","HEPARIN-BINDING GROWTH FACTOR 1","FIBROBLAST GROWTH FACTOR RECEPTOR 2","HBGF-1,ACIDIC FIBROBLAST GROWTH FACTOR,AFGF,BETA-","FGFR-2,KERATINOCYTE GROWTH FACTOR RECEPTOR,K-SAM","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.3e-07,"M"
"261","3ol2","SEMAPHORIN-4D","PLEXIN-B1","BB18,A8,GR3","SEMAPHORIN RECEPTOR SEP","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",5.5e-06,"M"
"262","3olm","E3 UBIQUITIN-PROTEIN LIGASE RSP5","UBIQUITIN","REVERSES SPT-PHENOTYPE PROTEIN 5","NA","SACCHAROMYCES CEREVISIAE","SACCHAROMYCES CEREVISIAE","4932","4932","Kd",9.06e-05,"M"
"263","3onl","EPSIN-3","T-SNARE VTI1","ENT3","VESICLE TRANSPORT V-SNARE PROTEIN VTI1,QB-SNARE VTI1,","SACCHAROMYCES CEREVISIAE","SACCHAROMYCES CEREVISIAE","4932","4932","Kd",1.2e-05,"M"
"264","3owt","DNA-BINDING PROTEIN RAP1","REGULATORY PROTEIN SIR3","SBF-E,REPRESSOR","SILENT INFORMATION REGULATOR 3","SACCHAROMYCES CEREVISIAE","SACCHAROMYCES CEREVISIAE","4932","4932","Kd",2.49e-06,"M"
"265","3oxu","COMPLEMENT C3","HF PROTEIN","C3 AND PZP-LIKE ALPHA-2-MACROGLOBULIN DOMAIN-CONTAINING","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",3.4e-05,"M"
"266","3p71","LEUCINE CARBOXYL METHYLTRANSFERASE 1","SERINE","PROTEIN-LEUCINE O-METHYLTRANSFERASE","PP2A-ALPHA,REPLICATION PROTEIN C,RP-C","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",3.8e-07,"M"
"267","3p9w","VASCULAR ENDOTHELIAL GROWTH FACTOR A","HUMAN VEGF","ENGINEERED HUMAN AUTONOMOUS VH DOMAIN,VEGF-A,VASCULAR","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.6e-08,"M"
"268","3q4f","NON-HOMOLOGOUS END-JOINING FACTOR 1","DNA REPAIR PROTEIN XRCC4","PROTEIN CERNUNNOS,XRCC4-LIKE FACTOR","X-RAY REPAIR CROSS-COMPLEMENTING PROTEIN 4","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",4.1e-06,"M"
"269","3qbt","RAS-RELATED PROTEIN RAB-8A","INOSITOL POLYPHOSPHATE 5-PHOSPHATASE OCRL-1","ONCOGENE C-MEL","LOWE OCULOCEREBRORENAL SYNDROME PROTEIN","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",9e-07,"M"
"270","3qbv","CELL DIVISION CONTROL PROTEIN 42 HOMOLOG","INTERSECTIN-1","G25K GTP-BINDING PROTEIN","SH3 DOMAIN-CONTAINING PROTEIN 1A,SH3P17","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",4.78e-07,"M"
"271","3qc8","TRANSITIONAL ENDOPLASMIC RETICULUM ATPASE","FAS-ASSOCIATED FACTOR 1","TER ATPASE,15S MG(2","HFAF1,UBX DOMAIN-CONTAINING PROTEIN 12,UBX DOMAIN-","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.12e-05,"M"
"272","3qml","78 KDA GLUCOSE-REGULATED PROTEIN HOMOLOG","NUCLEOTIDE EXCHANGE FACTOR SIL1","GRP-78,IMMUNOGLOBULIN HEAVY CHAIN-BINDING PROTEIN HOMOLOG,","PROTEIN SLS1","SACCHAROMYCES CEREVISIAE","SACCHAROMYCES CEREVISIAE","4932","4932","Kd",1.3e-08,"M"
"273","3qq8","TRANSITIONAL ENDOPLASMIC RETICULUM ATPASE","FAS-ASSOCIATED FACTOR 1","TER ATPASE,15S MG(2","HFAF1,UBX DOMAIN-CONTAINING PROTEIN 12,UBX DOMAIN-","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.5e-06,"M"
"274","3qs7","SL CYTOKINE","FL CYTOKINE RECEPTOR","FLT3 LIGAND,FMS-RELATED TYROSINE KINASE 3 LIGAND,FLT3L","TYROSINE-PROTEIN KINASE RECEPTOR FLT3,FMS-LIKE TYROSINE","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",4e-08,"M"
"275","3qt2","INTERLEUKIN-5 RECEPTOR SUBUNIT ALPHA","INTERLEUKIN-5","IL-5 RECEPTOR SUBUNIT ALPHA,IL-5R SUBUNIT ALPHA,IL-5R-","IL-5,B-CELL DIFFERENTIATION FACTOR I,EOSINOPHIL","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.9e-09,"M"
"276","3qwq","EPIDERMAL GROWTH FACTOR RECEPTOR","ADNECTIN","PROTO-ONCOGENE C-ERBB-1,RECEPTOR TYROSINE-PROTEIN KINASE","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2e-09,"M"
"277","3r85","BCL-2-LIKE PROTEIN 1","HEME-BINDING PROTEIN 2","BCL2-L-1,APOPTOSIS REGULATOR BCL-X","PLACENTAL PROTEIN 23,PP23,PROTEIN SOUL","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",4.13e-05,"M"
"278","3r9a","SERINE--PYRUVATE AMINOTRANSFERASE","PEROXISOMAL TARGETING SIGNAL 1 RECEPTOR","SPT,ALANINE--GLYOXYLATE AMINOTRANSFERASE,AGT","PTS1 RECEPTOR,PTS1R,PTS1-BP,PEROXIN-5,PEROXISOMAL C-","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",3.5e-06,"M"
"279","3rgf","CYCLIN-DEPENDENT KINASE 8","CYCLIN-C","CDK8,CELL DIVISION PROTEIN KINASE 8,MEDIATOR COMPLEX","CYCC,SRB11 HOMOLOG,HSRB11","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",7.05e-09,"M"
"280","3ry6","IG GAMMA-1 CHAIN C REGION","LOW AFFINITY IMMUNOGLOBULIN GAMMA FC REGION RECEPTOR II-A","FC OF HUMAN IGG1,HEAVY CHAIN","IGG FC RECEPTOR II-A,CDW32,FC-GAMMA RII-A,FC-GAMMA-RIIA,","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",5e-04,"M"
"281","3rzw","MONOBODY YSMB-9","SMALL UBIQUITIN-RELATED MODIFIER 1","NA","SUMO-1,GAP-MODIFYING PROTEIN 1,GMP1,SMT3 HOMOLOG 3,","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",6.8e-08,"M"
"282","3s2k","LOW-DENSITY LIPOPROTEIN RECEPTOR-RELATED PROTEIN 6","DICKKOPF-RELATED PROTEIN 1","LRP-6","DICKKOPF-1,DKK-1,HDKK-1,SK","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",7.15e-08,"M"
"283","3s8v","LOW-DENSITY LIPOPROTEIN RECEPTOR-RELATED PROTEIN 6","DICKKOPF-RELATED PROTEIN 1","LRP-6","DICKKOPF-1,DKK-1,HDKK-1,SK","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",5e-08,"M"
"284","3sf4","G-PROTEIN-SIGNALING MODULATOR 2","PROTEIN INSCUTEABLE HOMOLOG","MOSAIC PROTEIN LGN","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2.4e-09,"M"
"285","3sgk","FC FRAGMENT","HUMAN FCG3A RECEPTOR","NA","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2.9e-09,"M"
